postcode,name,longitude,latitude
"WN3","Ince-in-Makerfield, Greater Manchester",53.529,-2.645
"WN4","Ashton-in-Makerfield, Greater Manchester",53.495,-2.643
"WN5","Billinge, Merseyside",53.532,-2.685
"WN6","Appley Bridge, Lancashire",53.574,-2.669
"WN7","Lately Common, Greater Manchester",53.498,-2.517
"WN8","Crawford, Lancashire",53.553,-2.768
"WR1","Worcester, Hereford and Worcester",52.197,-2.217
"WR10","Abberton, Hereford and Worcester",52.114,-2.064
"WR11","",52.095,-1.929
"WR12","Aston Somerville, Hereford and Worcester",52.043,-1.874
"WR13","Birts Street, Hereford and Worcester",52.094,-2.342
"WR14","",52.113,-2.319
"WR15","Bank Street, Hereford and Worcester",52.305,-2.568
"WR2","Callow End, Hereford and Worcester",52.19,-2.241
"WR3","Claines, Hereford and Worcester",52.216,-2.21
"WR4","Warndon, Hereford and Worcester",52.205,-2.184
"WR5","Draycott, Hereford and Worcester",52.177,-2.199
"WR6","Abberley, Hereford and Worcester",52.228,-2.37
"WR7","Abbots Morton, Hereford and Worcester",52.197,-2.052
"WR8","Baughton, Hereford and Worcester",52.082,-2.203
"WR9","Cutnall Green, Hereford and Worcester",52.268,-2.157
"WS1","Maw Green, West Midlands",52.579,-1.977
"WS10","Darlaston, West Midlands",52.56,-2.021
"WS11","Bridgtown, Staffordshire",52.689,-2.017
"WS12","Hazelslade, Staffordshire",52.706,-1.999
"WS13","Chorley, Staffordshire",52.692,-1.818
"WS14","Chesterfield, Staffordshire",52.663,-1.814
"WS15","Abbots Bromley, Staffordshire",52.758,-1.917
"WS2","",52.588,-2.002
"WS3","Bloxwich, West Midlands",52.618,-1.99
"WS4","Rushall, West Midlands",52.605,-1.959
"WS5","",52.567,-1.959
"WS6","Cheslyn Hay, Staffordshire",52.658,-2.022
"WS7","Burntwood Green, Staffordshire",52.68,-1.913
"WS8","Brownhills, West Midlands",52.646,-1.933
"WS9","Aldridge, West Midlands",52.609,-1.917
"WV1","Monmore Green, West Midlands",52.586,-2.115
"WV10","Bushbury, West Midlands",52.617,-2.112
"WV11","Essington, Staffordshire",52.61,-2.071
"WV12","New Invention, West Midlands",52.606,-2.039
"WV13","Willenhall, West Midlands",52.585,-2.06
"WV14","Bilston, West Midlands",52.557,-2.078
"WV15","Allscot, Shropshire",52.516,-2.375
"WV16","Acton Round, Shropshire",52.511,-2.44
"WV2","Blakenhall, West Midlands",52.574,-2.118
"WV3","Bradmore, West Midlands",52.58,-2.151
"WV4","Ettingshall, West Midlands",52.563,-2.142
"WV5","Claverley, Shropshire",52.533,-2.209
"WV6","Ackleton, Shropshire",52.596,-2.181
"WV7","Albrighton, Wolverhampton",52.633,-2.27
"WV8","Bilbrook, Staffordshire",52.623,-2.183
"WV9","Coven, Staffordshire",52.633,-2.14
"YO1","Dunnington, York",53.958,-1.081
"YO10","Dunnington, York",53.95,-1.058
"YO11","Cayton, North Yorkshire",54.265,-0.395
"YO12","East Ayton, North Yorkshire",54.274,-0.422
"YO13","Brompton, North Yorkshire",54.288,-0.496
"YO14","Filey, North Yorkshire",54.199,-0.297
"YO15","Bempton, E Riding of Yorkshire",54.094,-0.177
"YO16","Bessingby, E Riding of Yorkshire",54.095,-0.201
"YO17","Acklam, North Yorkshire",54.136,-0.753
"YO18","Aislaby, North Yorkshire",54.258,-0.767
"YO19","Crockey Hill, York",53.91,-1.021
"YO21","Ainthorpe, North Yorkshire",54.477,-0.712
"YO22","Beck Hole, North Yorkshire",54.451,-0.621
"YO23","Acaster Malbis, York",53.925,-1.121
"YO24","Acomb, York",53.946,-1.114
"YO25","Aike, E Riding of Yorkshire",54.005,-0.413
"YO26","Knapton, York",53.975,-1.172
"YO30","Beningbrough, North Yorkshire",53.986,-1.114
"YO31","New Earswick, York",53.969,-1.063
"YO32","Brockfield, North Yorkshire",54.011,-1.059
"YO41","Gate Helmsley, North Yorkshire",53.969,-0.902
"YO42","Barmby Moor, E Riding of Yorkshire",53.923,-0.79
"YO43","Holme-on-Spalding-Moor, E Riding of Yorkshire",53.85,-0.69
"YO51","Marton, North Yorkshire",54.082,-1.376
"YO60","Bulmer, North Yorkshire",54.082,-0.941
"YO61","Alne, North Yorkshire",54.115,-1.193
"YO62","Ampleforth, North Yorkshire",54.242,-0.993
"YO7","Ainderby Quernhow, North Yorkshire",54.224,-1.35
"YO8","Barlby, North Yorkshire",53.781,-1.058
"ZE1","Burwick, Shetland Islands",60.152,-1.168
"ZE2","Aith, Shetland Islands",60.331,-1.226
"ZE3","Exnaboe, Shetland Islands",59.884,-1.302
